Sentiments,Positive
mein world junior championship jeet ker jansher ne yeh andya de diya tha ke jeb jahangir ke baad bhi squash ki duniya mein pakistan ki position number one hi rahe gi,1
agr wo aysa bolyn to kaisa hoga,1
beshak,1
beshaqkhush naseeb h wo log,1
beshk allah pak ham sb ki maa ko hamsha slamaat rekhy sahet wali lambi zandgi day ameen,1
byshk allah pak meri dolat kooo ta qyamat hm p qyaim rkhy ameen,1
beshak allah pak meri ammi ko salamt rakhy ameen,1
beshak allah pak waldain ko salam rakhy ameen,1
allah pak hr ksi ki maoan ko salamat rakhay r sahat ata karay,1
meri ami tu batati hain alhamdolillah,1
bhai lajawab,1
aakhirkar is wusatebeyan ka intezam bhi khud bukhari sahib he ne kar diya aur mein fazal ahmed kareem fazli ki film chiragh jalta raha mein mohammed ali ko kaam dilwaya,1
isi film mein actress zeba bhi pehli bar namoodar huey jinhe barson bad mohammed ali ki jeevan sathi banna tha aur ittefaq se radio pakistan ken au jawan sadakar talat hussain ko bhi isi film mein adakari ka pehla chance mila,1
chiragh jalta raha aik aesi film thi jo mohammed ke liye isme basmaa sabit hui yani is film ke bad mohammed ali ke fun ka chiragh barson tak roshan raha,1
chiragh jalata raha se le kar mohabbat ho to aesi tak apni sala filmi zindagi mein mohammed ali ke fun ka chiragh barson tak roshan raha,1
se tak ke baras mohammed ali ki acting ke urooj ka zamana hain,1
yad rah eke yeh daur ache actors se khali nahi tha aur mutawazi satah par waheed murad aur nadeem jaise hero bhi apne kamalat dikha rahe the,1
jab ke mohammed ali ne rozeawwal se apne liye jazbati acting ki mushkil dagar chun li thi,1
fun ki duniya se bahar mohameed ali aik insaan dost ghareeb parwar aur diyalo shakhs the,1
lekin apni kuch nekiyon par unho ne sari umar pardah dale rakha,1
isse pehle ke maa appna dukhra tafseel se sunati marhoom mohammed ali sare muamley ki teyh tak pohanch gaey,1
forun telephone uthaya aur dost ko phone kiya aur ladki ke muft ilaaj ka bandobast kar diya,1
lekin is tarha ke kitne waqeaat honge jo manzareaam par to nahi aae magar marhoom ko jawarerehmat mein jagah dene ki sifarish zaroor kar rahe honge,1
career ka aghaz modeling se kiya aur baad e azan gulokar o mausiqaar himesh reshamiya ke maqbool geet ap ka suroor mein modeling ki jis mein us ki performance ko dekhty huey mahesh bhatt productions ne imran hashmi ke muqabil jannat mein herine ssigne kar liya,1
is film ne bharat aur pakistan samet puri duniya mein both acha business kerny ke saath sonal chauhan ke bollywood ki namwar adakaraon ke suf mein la khara kiyamagar usy dusri adakaran ki trha bary banner ki filmein na milinus ke baad us ne buddha ogya tera baapg ke alawa telugu film rainbow aur kanda film mein abhi tak kam kiya hai,1
sonal chauhanne telugu film industry se umeedein wabasta kerty huey legend naami film sign ker li hai jis ki aksbandi in dino tezi ke saath ho rahi hai jab ke anthony de soza ne bharti film blue ke sequel asman mein akshay kumar katreena kaif zahid khansunjay duttlara dutta aur john abraham ke saath ehm role mein cast kiya hai,1
bollywood ki ek flm pehla sitara jo iltiwa ka shikar chali ja rahi hai ye ek choty budget ki film hai jis mein ek naye hero ke saath markazi kirdar ada kiya hai adakara sonal chauhanany ek interview mein kaha ke kamyabi ya nakami ye to zindgi ka hissa hai lekn bollywood mein career ka aghaz kamyab film se hona anyl iey aizaz samajhti hun,1
ye chahy ap meri zid samjhen ya nalaiqi magar mujhy aony faisly per koi pashemani nahen hai,1
jannat film ke hawaly se ek sawal ke jawab mein sonal chauhan ne kaha ke is film ke director kunal deshmukh se mumbai ke ek restaurant mein mulaqat huijahan unho ne mujh se phone number liya aurchand roz baad film jannat ki offer ker di,1
jannat mein meri performance ko dekhty huey telgo flm rainbow mili is ke alawa ek kanda film bhi ke,1
unh ne kaha ke gulokari ka bhi shauq hai aur mein release hony wali film g mein main kia bataun gaya jisy saraha gya is liey modeling aur acting ke saath gulookari ko bhi jari rakhty huey album per kam ker rahi hun,1
mustaqbil ke hawaly se unho ne kaha ke akshy aur sunjay dutt jaisy superstars ke saath asmaan ker rahi hun jis mein mera kirdar kafi powerful hai,1
mahesh bhatt production ke sath mazeed flmen kerny ki khwahish hai kiun ke mahesh bhatt ko apny fankaron se kam lena ata hai,1
is liey wo jab bhi bulayengy to main pehli fursat mein un ka hi project kerna chahungi,1
hindustani art cinemas ke qad aawar artists ki top of the list murattab ki jae to farooq sheikh ka naam yaqeeni taur par is mien shamil ho ga,1
faooq ne us zamane mien mutawazi cinema mien naam peyda kiya,1
yun to is actor ne riwayati commercial films mien bhi salahiyaton ke johar dikhae magar in ki shanakht art films he rahi,1
farooq ki acting mien aik tarah ka thehrao numayan tha,1
jo unhe art film ke liye mauzoo banata tha,1
phir aik taweel waqfey ke bad mien inho ne films se dobara nata jorha,1
jis ka aiteraf yeh khud bhi karte the,1
log mujhe pehchantehain meri janib dekh kar muskurate hain aur hath bhi hilate hain,1
aesi pazeerai na milne ka qalq mujhe kabhi nahi raha,1
art films mien acting ke aaghaz par farooq sheikh ko satya jeet rai muzaffar ali rishikesh mukherjee aur ketan mehta jaise kohna mushq directors ke saath kaam karne ka mauqa mila,1
in directors ne in ke talent ko nikharne mien aeham role adaa kiya,1
magar inho ne khud ko stage aur silver screen he tak mehdood nahi rakha bal ke television par bhi apni salahiyaton ka jadoo jagaya,1
khate peete khandan se talluq hone ki bina par inhe tamam saholtein hasil rahi,1
in ke walid aik kamiyab wakeel the,1
is arsey ke dauran inhe sagar sarhadi jaise maroof directors mien banae jane wale dramas mien mukhtalif kirdaron ki adaeygi ka mauqa mila,1
jald he in ka shumar stage ke basalahiyat naujawan artists mien hone laga tha,1
director ms sathewan in ke paas pohanche aur inhe garam hawa mien aik aeham moaawin kirdar adaa karne ki pesh kash ki,1
bataur director sathewan ki bhi yeh awwaleen film thi,1
garam hawa hindi art cinema mien nae tarz ki films ka aaghaz samjhi jati hai,1
pehli film mien sikander mirza ka role ada karne par inhe rupees muaawza mila tha,1
farooq sheikh ki wajah shohrat agarcha art films hain,1
magar dilchasp baat yeh hai ke inhe ibtedai shanakht radio se mili thi,1
phir jab door darshan par yoda darshan aur young world jaise programs ki meyzbani farooq ke hisse mien aai to in ka naam ghar ghar liya jane laga,1
guman mien khobsurat acting ne farooq sheikh ka career mustehkam kiya aur inhe markazi roles ki peshkash hone lagi,1
inho ne satya jeet rai ki shatranj ke khiladi ke ilawa noori chashm e baddor umrao jaan bazaar sath sath rang barangi kisi se na kehna aur biwi ho to aesi mien yadgaar kirdar adaa kiye,1
katha mien inho ne manfi kirdar mien bhi apni salahiyaton ke johar dikhae,1
apne career mien inho ne art films ki kam o besh tamam maroof heroins ke sath kaam kiya,1
director sagar sarhadi ki film lorri kalpana lajmi ki aik pal aur muzaffar ali ki anjuman mien shabana aazmi in ki heroin bani thi,1
magar deepti navil ke sath in ki jorhi boat maqbool hui,1
amaya mien in ki jorhi ki performance se mehfooz hue,1
farooq sheikh ne shabana aazmi ke sath bhi kae films ki,1
television ke nazreen mien wo actor ke sath sath bataur meyzban bhi boat maqbool the,1
in ka show jeena isi ka naam hai dekhne walo mien boat maqbool hua tha,1
us dauran stage se in ka nata nahi toota tha,1
yeh drama saal tak pesh kiya jata raha tha,1
mien inho ne film lahore mien shandar acting ka muzahira kiya,1
jis ke aiteraf mien inhe behtareen muaawin actor ke national film award se nawaza gaya,1
box office par yeh film kamiyab qarar di ja chuki hai,1
magar yeh actor apne maddahon ke dilon mien aur apni films mien hamesha zinda rahega,1
hollywood ki films ke rasiya afraad mein bhala kaun ho ga ke jo captain jack sparrow ka shehar aafaq kirdar nibhane wale zaheen o fateen actor johnny depp ke naam aur kaam se waqif na hon,1
yun to croron dilon ki dharkan kehlane wale is actor ne bohat si kamiyab films mein apni salahiyaon ke johar dikhae hain lekin tijarti paimaney par in ki sab se kamiyab film series pirates of the caribbean rahi hai,1
magar phir india ke maroof siyasatdaan amar singh ne jaya ko apni saraparasti mein le liya aur ab wo amar singh ke zair e saya siyasat mein apna muqaam banane ki jaddojehad mein hain,1
in dino jaya prada azaad candidate ki hesiyat se lok sabha ki rukun hain aur siyasat ke maidan mein tahaal sargaram hain,1
bal ke agar yeh kaha jae ke sylvester stallone ka naam he action films ki kamiyabi ki zamanat hai to ghalat na ho ga,1
isi film ko bad mein italian stallion ke naam se release kiya gaya jis ne bohat maqboliyat hasil ki,1
isi film se stallone ke filmy career ka sahi maeyno mein aaghaz hua,1
wo is se itne mutassir hue ke forum aik film rocky ki kahani likh daali,1
yeh kahani inho ne sirf ghanton mein mukammal kit hi,1
tahum koshishon ke bad producer john g avid son ne is film ke liye sarmayakari par aamadgi zahir kar di aur director robert karloff ne is ki direction dene ki haami bhar li,1
yeh is baras ki behtareen film qarar paai aur is baras ke academy awards mein in ki nominations hui,1
yeh film bhi kamiyab rahi aur yun sylvester stallone hollywood ke super star ban age,1
yeh film bhi maqboliyat ke kae record qaiym kar gai aur sylvester stallone hollywood ke sab se maqbool action hero ban gae,1
in dono films ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke in dono ke sequels ke tehat kae films banai gai hain,1
agarcha in ki kuch films ko nakami ka bhi saamna karna parha hai lekin is se sylvester stallone ke career par negative asar nahi parha,1
khas taur par wo tobacco ki masnoaat ki tasheer mein bohat sargaram rahe hain,1
college university mein jab koi taqreb munaqid ki jati to tilawat e quran e pak aur naat inayat hussain bhatti ke hisse mien aati doran etaleeem college mein aik taqreb munaqid hoi jis ke mehman e khososi baba ji a chishti the jo us waqat mosiqi ke betaj badshah the,1
taqreb mein inayat hussain bhatti ne naat parhi baba ji a chishti ne phechan leya ke ye nojawan apne awaz ke sehar se soz o gudaz ke lashkar se insani qlab o izhan ko musakhar kar sakta hai aur unhon ne inayat hussain bhatti ko apni film phere mein gana gane ke leye kaha,1
phere mein uhnon ne kai gane gaye lekin munawar sultana ke sath un ke do gane akhiyan lawain na ko khas tor par shurat mili jis ke baad inayat hussain bhatti ke liye filmon ke darwaze khul gaye,1
radio ka dor tha inayat hussain bhatti ki awaz pore punjab mein pheel gai aur ataraf o aknaf punjab mein inayat hussain bhatti ki fani zindagi ka aghaz tha,1
do dehaion tak theater film aur golokari ke medan chaye rahe,1
is arse mein unhon ne pakistan film industry ke tamam naamwar mosikaron ke sath kaam kiya,1
billa akhir mein inayat hussain bhatti ko film heer mein hero ke tor par kaam karne ka muqa mila aur golokari ke sath sath un ki adakari ko bhi khasa saraha gaya,1
rafeeq peer theater ke leye un ke gaye howae naghme aaj bhi mashor hain,1
un ki wafat se kuch arsa qalb shazia manzoor ne un ka gana chan mere makhna dob arah gaya jo behad maqbol sabit howa,1
inayat hussain bhatti ki samaji khidmat bhi hain,1
mein unhon ne gulab devi hospital mein apni waldah barkat bibi ke naam se aik ward tamer karaya aur meo hospital lahore mein cp air conditioner plant mukamal faraham kiya,1
inayat hussain bhatti kai ghareb bachon ko taleemi wazifa dete the,1
ki jung mein rupe pass rakh kar baqi sarmaya pakistan army defense mein jama karwa deya to bewi ne ppocha ke jung taweel ho gai to kia bane gainayat hussain bhatti ne kaha ke agar mera watan hi na raha to kia bane ga,1
allah ki rehmat ka saya toheed ka pacham lehraya ae mard e mujahid jag zara ab waqat e shahadat hai aaya allah ho akbar inayat hussain bhatti ne ye nagma ga kar foji nojawanon ko garmaya aur un ke sene josh se bhar deye,1
tarana is qadar maqbol howa ke pak foj ke band mein shamil kar leya gaya,1
aaj bhi is tarane ke bool samaton se takrate hain to ye dilon ko garama kar hub ul watni paida kar dete hain,1
miyan sahib ne kaha ke mein kaseer raqam se aik masjid tamer karne ka khuwahish mand hun,1
bhatti sahab ne jawab deya ke masajid to phele hi bohat hain magar namazi koi nahi jab se huzoor nabi kareem saw ne qadam e mubarak zameen par rakha hai sari zameen masjid bana di gai lehaza aap ko esa kaam bataon jo allah ki raza ka bais ho aur akhirat behtar ho jaye aap aik hospital bana den jis mein bekas besahara aur dekhi insanon ka muft ilaj kiya jaye,1
miyan sahib ne band road par lakhon ki property khared kar behtareen hospital tamer karwaya jo munshi hospital ke naam se apna aik taruf rakhta hai,1
duniya mein na inayat hussain bhattihain na munshi sahib hain magar is kaam ka ajar e azeem aaj bhi un ko mil raha hai,1
masajid aur imam bargahon mein namaziyon par goliyan bomb hamla waghairah qatal o gharat ki inteha kar di jati hai jis par inayat hussain bhatti ne barwaqat qayam e aman ke leye aik jamat banai jis ka naam almi aman conference rakha gaya,1
inayat hussain bhatti ne itehad benul muslimeen ke leye dora shuru kiya aur pore punjab mein ja kar tamam makatib e fikr ke ulma ko aman bhai chare par qaim masher ki tashkil par razi kiya,1
inayat hussain bhatti may ko dagh e mafarqat de gaye magar un ki jari kardeah terik ke rakun inayat hussain bhatti ki khidmat ke eteraf mein har saal may ko aik bohat bara ijtema karte hain,1
inho ne baras ki umer se he apne waldain ke sath stage par apne fun ka muzahira shuru kar diya tha,1
martin aur lewis ki jorhi mein stage par maqbool hone lagi,1
is jorhi ki maqboliyat ka andaza is baat se bhi lagaya ja sakta hai ke aik comic book adventures of den martin and jerry lewis shaey ki gai,1
ab jerry lewis ne nbc ka rukh kiya aur ghante ke variety show ka aaghaz kiya jise khatir khuwa kamiyabi hasil hui aur yeh show baras tak telecast hota raha,1
ab jerry lewis ne columbia pictures ke banner taley producing shuru ki aur kae maqbool comedy films banai,1
usi dauran inho ne university of southern california mein film direction ka mazmoon parhana shuru kar diya,1
tahum doctors ki mehnat aur jerry lewis ki himmat ne khuda ki mansha ke sath mil kar aisa hone na diya,1
hollywood ke baaz deegar superstars ki tarah jerry lewis bhi rafahi kamon mein barh charh kar hissa lete hain,1
is hawale se in ka kehna tha ke in ke nazdeek sab se barha aezaaz koi award nahi bal ke maddahon ki taraf se milne wali pazeerai hai,1
kaha jata hai ke logon ko hansana duniya ke chand mushkil tareen kamon mein se aik hai tahum hollywood ke yeh legendary comedian actor baras se bhi zaiyd arsey se logon ke faces par muskurahat bikherne ka fariza bahusun o khobi anjaam de rahe hain,1
un hi ki rafaqat ki wajah se saal ki umar mein nisar bazmi nohat se ragon par abor hasil kar chuke the,1
is kheel ke sare geet super hit howae aur is ke sath hi kamyabi ne un ke qadam chomme,1
ye saal un ki zindagi ka sunheri saal sabit howa,1
rafi ki awaz mein fil khoj ka gana chand ka dil tot gaya rone lage sitare ke ashre ke akhiri barson mein all india radio se khub khub chala,1
is hesiyat mein unhon ne pheli bar anand bakhshi ko bator nagma nigar film bhola admi mein mutarif karwaya aur kaliyan ji anand ji jori ko sazindon ki jagah se utha kar mosiqaron ki saf mein shamil karane mein aham kirdar ada kiya,1
mumbai mein wo aik naamwar mosikar shumar hote the aur lakshmi kant piyare lal jese musician un ki muawnat mein kaam kar chuke the,1
